# BLASTP 2.2.31+
# Query: apple_cdna_239_2
# Database: ../../my_db/uniref90.fasta
# Fields: query id, subject id, % identity, alignment length, mismatches, gaps, q. start, q. end, s. start, s. end, evalue, bit score, query length, subject length
# 523 hits found
apple_cdna_239_2	UniRef90_UPI000498ACD4	99.86	704	1	0	1	704	1	704	0.0	1459	704	704
apple_cdna_239_2	UniRef90_M5X9K3	92.76	704	51	0	1	704	1	704	0.0	1363	704	704
apple_cdna_239_2	UniRef90_V4ULE4	85.25	712	94	11	1	704	1	709	0.0	1241	704	709
apple_cdna_239_2	UniRef90_A0A061F6L1	84.23	710	102	10	1	704	2	707	0.0	1229	704	707
apple_cdna_239_2	UniRef90_E0CSK0	82.58	712	116	8	1	704	1	712	0.0	1207	704	712
apple_cdna_239_2	UniRef90_W9SCG2	84.54	692	100	7	1	686	1	691	0.0	1197	704	897
apple_cdna_239_2	UniRef90_A0A0B2R1Z4	81.66	709	124	6	1	704	1	708	0.0	1185	704	708
apple_cdna_239_2	UniRef90_A0A059BM99	80.39	714	129	11	1	704	1	713	0.0	1164	704	713
apple_cdna_239_2	UniRef90_A0A0A0L780	80.95	714	119	17	1	704	1	707	0.0	1162	704	707
apple_cdna_239_2	UniRef90_I1M379	80.65	713	128	10	1	704	1	712	0.0	1160	704	712
apple_cdna_239_2	UniRef90_A0A0B0PD96	80.32	696	126	11	1	691	1	690	0.0	1150	704	691
apple_cdna_239_2	UniRef90_A0A0D2SNE8	79.01	705	141	7	1	704	2	700	0.0	1148	704	700
apple_cdna_239_2	UniRef90_K7KX33	80.42	715	124	16	1	704	1	710	0.0	1139	704	710
apple_cdna_239_2	UniRef90_K4CGZ6	79.10	713	132	17	1	704	18	722	0.0	1130	704	722
apple_cdna_239_2	UniRef90_M1AXD6	76.67	733	134	37	1	704	1	725	0.0	1115	704	725
apple_cdna_239_2	UniRef90_UPI00052E8892	77.64	711	146	13	1	704	1	705	0.0	1115	704	708
apple_cdna_239_2	UniRef90_UPI000540356A	75.03	741	145	40	1	704	7	744	0.0	1097	704	744
apple_cdna_239_2	UniRef90_UPI0005813A40	78.34	711	144	10	1	704	1	708	0.0	1094	704	708
apple_cdna_239_2	UniRef90_UPI00052E8068	76.54	712	156	11	1	703	1	710	0.0	1093	704	714
apple_cdna_239_2	UniRef90_A0A022QEI9	76.50	719	153	16	1	704	1	718	0.0	1088	704	718
apple_cdna_239_2	UniRef90_B9T5N4	83.05	643	101	8	1	636	1	642	0.0	1088	704	649
apple_cdna_239_2	UniRef90_A0A068UCB5	82.82	617	99	7	95	704	1	617	0.0	1043	704	617
apple_cdna_239_2	UniRef90_UPI00053C3056	72.54	710	158	37	1	704	1	679	0.0	1003	704	679
apple_cdna_239_2	UniRef90_UPI00053C80F9	71.31	711	163	41	1	704	1	677	0.0	989	704	677
apple_cdna_239_2	UniRef90_B9HZU6	83.36	577	88	8	136	704	55	631	0.0	988	704	631
apple_cdna_239_2	UniRef90_Q9LNN0	70.10	709	177	35	1	697	1	686	0.0	984	704	694
apple_cdna_239_2	UniRef90_UPI0004E59D4F	68.38	721	184	44	1	694	1	704	0.0	954	704	736
apple_cdna_239_2	UniRef90_M4EQ91	69.15	710	147	72	1	697	1	651	0.0	944	704	659
apple_cdna_239_2	UniRef90_M4FAI3	67.69	718	167	65	1	697	1	674	0.0	925	704	682
apple_cdna_239_2	UniRef90_UPI000579EDF6	66.44	727	199	45	1	694	1	715	0.0	915	704	747
apple_cdna_239_2	UniRef90_F6H5D8	65.34	704	219	25	1	693	1	690	0.0	897	704	1406
apple_cdna_239_2	UniRef90_F6H5D8	28.50	214	136	17	128	331	1072	1278	1e-06	61.2	704	1406
apple_cdna_239_2	UniRef90_UPI0001984357	65.34	704	219	25	1	693	1	690	0.0	897	704	710
apple_cdna_239_2	UniRef90_UPI000511FD6C	64.21	718	218	39	1	696	1	701	0.0	881	704	731
apple_cdna_239_2	UniRef90_U5DD83	64.62	718	208	46	1	691	1	699	0.0	876	704	699
apple_cdna_239_2	UniRef90_I1KDW1	87.30	488	58	4	1	484	1	488	0.0	868	704	513
apple_cdna_239_2	UniRef90_M0RI36	62.20	738	220	59	1	696	1	721	0.0	866	704	751
apple_cdna_239_2	UniRef90_A0A061E318	60.14	725	264	25	1	702	1	723	0.0	857	704	728
apple_cdna_239_2	UniRef90_UPI00051FFBDC	61.71	713	258	15	1	702	1	709	0.0	838	704	714
apple_cdna_239_2	UniRef90_A0A068V2C3	59.46	708	267	20	1	702	1	694	0.0	833	704	699
apple_cdna_239_2	UniRef90_UPI0002C341D2	61.20	701	241	31	1	683	1	688	0.0	818	704	703
apple_cdna_239_2	UniRef90_S8EC06	81.30	492	86	6	56	542	1	491	0.0	815	704	491
apple_cdna_239_2	UniRef90_K4CFT6	60.14	715	268	17	1	702	1	711	0.0	814	704	716
apple_cdna_239_2	UniRef90_A0A059A1K7	57.87	705	274	23	1	691	1	696	0.0	812	704	709
apple_cdna_239_2	UniRef90_UPI00058161BD	60.58	690	261	11	1	683	1	686	0.0	810	704	700
apple_cdna_239_2	UniRef90_A0A0B0PWC4	57.22	734	274	40	1	704	1	724	0.0	808	704	727
